date,title,event_or_location,type,description,source_url
2021-05-22,Tell Them Bashar Sent You,,live session,"Topics tagged on BasharTV: probability of contact, tools, preparing contact, prism split, unimagined doors, Oracle of Delphi, Sirius, future, open contact. Recording date 2021-05-22 per fan-archived copy on archive.org (identifier bashar-tell-them-bashar-sent-you-2021-05-22).",https://tv.bashar.org/programs/tell-them-bashar-sent-you
2021-06-19,"Reincarnation, A Deeper Explanation",,live session,"Topics tagged on BasharTV: past and future, most fulfilled versions, incarnations, connections, oversoul, Third Reality, splitting prism, Buddhism, religion, psychics, All Seeing Eye. Recording date 2021-06-19 per fan-archived copy on archive.org (identifier bashar-reincarnation-a-deeper-explanation-2021-06-19).",https://tv.bashar.org/programs/reincarnation
2021-06-22,An Afternoon with Bashar - 2021-06-22,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-june-22-2021
2021-06-29,An Afternoon with Bashar - 2021-06-29,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-june-29-2021
2021-07-13,An Afternoon with Bashar - 2021-07-13,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-july-13-2021
2021-07-16,An Afternoon with Bashar - 2021-07-16,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-july-16-2021
2021-07-24,Breaking News,,live session,"Topics tagged on BasharTV: UFO sightings, galactic citizens, media coverage, contact, the Preparers, the Precursors, reincarnate, stepping stone, conspiracy theories, open contact, religion, soul levels, Buddhism. Recording date 2021-07-24 per fan-archived copy on archive.org (identifier bashar-breaking-news-2021-07-24).",https://tv.bashar.org/programs/breaking-news
2021-08-21,The Infinite Restaurant,,live session,"Topics tagged on BasharTV: past, present, and future, oversoul perspective, energetic buffet, splitting prism, permission slips, karma. Recording date 2021-08-21 per fan-archived copy on archive.org (identifier bashar-the-infinite-restaurant-2021-08-21).",https://tv.bashar.org/programs/infinite-restaurant
2021-09-07,An Afternoon with Bashar - 2021-09-07,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-september-7-2021
2021-09-18,The Shells of Earth,,live session,"Topics tagged on BasharTV: vibration layers, energy, levels of consciousness, Earth layers, awareness. Recording date 2021-09-18 per fan-archived copy on archive.org (identifier bashar-the-shells-of-earth-2021-09-18_202406).",https://tv.bashar.org/programs/shells-of-earth
2021-09-21,An Afternoon with Bashar - 2021-09-21,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-september-21-2021
2021-10-01,An Evening with Bashar - 2021-10-01,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Evening with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/evening-october-1-2021
2021-10-20,An Evening with Bashar - 2021-10-20,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Evening with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/evening-october-20-2021
2021-10-23,Sweet Dreams: What Happens When You Sleep,,live session,"Topics tagged on BasharTV: Halloween, sleep, dream state, stories, dream cycles, nightmares, alchemy breath, The Formula. Recording date 2021-10-23 per fan-archived copy on archive.org (identifier bashar-sweet-dreams-what-happens-when-you-sleep-2021-10-23).",https://tv.bashar.org/programs/sweet-dreams
2021-11-02,An Evening with Bashar - 2021-11-02,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Evening with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/evening-november-2-2021
2021-11-20,The Archetypes of God,,live session,"Topics tagged on BasharTV: open contact, types of god, All That Is, expand consciousness, raise vibrations, Eye of the Needle, The One. Recording date 2021-11-20 per fan-archived copy on archive.org (identifier bashar-the-archetypes-of-god-2021-11-20).",https://tv.bashar.org/programs/archetypes-of-god
2021-12-10,An Afternoon with Bashar - 2021-12-10,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-december-10-2021
2021-12-11,An Afternoon with Bashar - 2021-12-11,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-december-11-2021
2021-12-18,Mirror Mirror Reflections,,live session,"Topics tagged on BasharTV: Eye of the Needle, Window of Open Contact, permission slip, deeper connection, higher minds, forms of abundance, open contact. Recording date 2021-12-18 per fan-archived copy on archive.org (identifier bashar-mirror-mirror-reflections-2021-12-18).",https://tv.bashar.org/programs/mirror-mirror-reflections
2022,Bashar at The Conscious Life Expo 2022,"Conscious Life Expo, Los Angeles",conference,Listed on BasharTV (no topic tags or synopsis exposed on the program page). Year taken from the program title.,https://tv.bashar.org/programs/conscious-life-2022
2022-01-29,Why Are You Here in Physical Reality?,,live session,"Topics tagged on BasharTV: physical experience, awaken, great change, navigating physical life, Reptilian, astrophysicists, health, electromagnetic field. Recording date 2022-01-29 per fan-archived copy on archive.org (identifier bashar-why-are-you-here-in-physical-reality-2022-01-29).",https://tv.bashar.org/programs/why-are-you-here-in-physical-reality
2022-02-26,Matters of The Heart,,live session,"Topics tagged on BasharTV: unconditional love, compassion, manifesting, belief systems, personality, higher mind, splitting prism, The Formula, chakras, open contact, war, conflict, tension. Recording date 2022-02-26 per fan-archived copy on archive.org (identifier bashar-matters-of-the-heart-2022-02-26).",https://tv.bashar.org/programs/matters-of-the-heart
2022-03-04,An Afternoon with Bashar - 2022-03-04,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-march-4-2022
2022-03-26,Guilt and Responsibility,,live session,"Topics tagged on BasharTV: Eye of the Needle, last phase, limiting beliefs, empowerment, letting go, shifting excitements, religion, Biblical stories, Atlantis, Christianity, war. Recording date 2022-03-26 per fan-archived copy on archive.org (identifier bashar-the-difference-between-guilt-and-responsibility-2022-03-26).",https://tv.bashar.org/programs/the-difference-between
2022-04-01,An Afternoon with Bashar - 2022-04-01,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-april-1-2022
2022-04-23,The Real Definition of Karma,,live session,"Topics tagged on BasharTV: guilt, responsibility, karma, astrology, splitting realities, Evil Eye symbol, Sirius symbol. Recording date 2022-04-23 per fan-archived copy on archive.org (identifier bashar-the-real-definition-of-karma-2022-04-23).",https://tv.bashar.org/programs/real-definition-of-karma
2022-05-13,An Afternoon with Bashar - 2022-05-13,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-may-13-2022
2022-05-21,Deconstruction of the Physical Mind,,live session,"Topics tagged on BasharTV: the conscious, subconscious, unconscious minds, belief systems, parallel realities, splitting prism, guilt, higher mind. Recording date 2022-05-21 per fan-archived copy on archive.org (identifier bashar-the-deconstruction-of-the-physical-mind-2022-05-21).",https://tv.bashar.org/programs/deconstruction
2022-06-25,How The Oversoul Works,,live session,"Topics tagged on BasharTV: oversoul, central core of consciousness, spiritual connections, chakras, All That Is. Recording date 2022-06-25 per fan-archived copy on archive.org (identifier bashar-how-the-oversoul-works-2022-06-25).",https://tv.bashar.org/programs/how-the-oversoul-works
2022-07-30,Hidden History,,live session,"Topics tagged on BasharTV: Atlantean disaster, Atlantis, survivors, ancient history, records, 4th density, reflection, war, conflict, tension. Recording date 2022-07-30 per fan-archived copy on archive.org (identifier bashar-hidden-history-2022-07-30).",https://tv.bashar.org/programs/hidden-history
2022-08-10,An Afternoon with Bashar - 2022-08-10,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-august-10-2022
2022-08-15,An Afternoon with Bashar - 2022-08-15,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-august-15-2022
2022-08-17,An Evening with Bashar - 2022-08-17,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Evening with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/evening-august-17-2022
2022-08-27,The Gray Zone,,live session,"Topics tagged on BasharTV: Akashic records, the Gray, reincarnation, metaphysical ideas, window of open contact, Bermuda Triangle, remote viewing, war, conflict, tension. Recording date 2022-08-27 per fan-archived copy on archive.org (identifier bashar-the-gray-zone-2022-08-27).",https://tv.bashar.org/programs/gray-zone
2022-09-06,An Evening with Bashar - 2022-09-06,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Evening with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/evening-september-6-2022
2022-09-14,An Afternoon with Bashar - 2022-09-14,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-september-14-2022
2022-09-19,An Afternoon with Bashar - 2022-09-19,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-september-19-2022
2022-09-22,An Afternoon with Bashar - 2022-09-22,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-september-22-2022
2022-09-24,Resonance: The Mechanism of Connection,,live session,"Topics tagged on BasharTV: frequency, vibrations, energy, consciousness, oversoul, nature spirits, The 5th Law, civilizations. Recording date 2022-09-24 per fan-archived copy on archive.org (identifier bashar-resonance-the-mechanism-of-reflection-2022-09-24).",https://tv.bashar.org/programs/resonance-the-mechanism-of-connection
2022-10-10,An Afternoon with Bashar - 2022-10-10,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-october-10-2022
2022-10-12,An Afternoon with Bashar - 2022-10-12,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-october-12-2022
2022-10-22,Ghosts,,live session,"Topics tagged on BasharTV: Halloween, prefer reality, supernatural, belief systems, planetary grid system. Recording date 2022-10-22 per fan-archived copy on archive.org (identifier bashar-ghosts-2022-10-22).",https://tv.bashar.org/programs/ghosts
2022-10-24,An Afternoon with Bashar - 2022-10-24,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-october24-2022
2022-10-25,An Afternoon with Bashar - 2022-10-25,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-october-25-2022
2022-11-09,An Afternoon with Bashar - 2022-11-09,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-november-9-2022
2022-11-14,An Afternoon with Bashar - 2022-11-14,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-november-14-2022
2022-11-19,The Thanksgiving Message,,live session,"Topics tagged on BasharTV: positive theme, true self, prefer reality, vortex, the Grays, history, alignments. Recording date 2022-11-19 per fan-archived copy on archive.org (identifier bashar-the-thanksgiving-message-2022-11-19).",https://tv.bashar.org/programs/thanksgiving-message
2022-11-30,An Afternoon with Bashar - 2022-11-30,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-november-30-2022
2022-12-07,An Afternoon with Bashar - 2022-12-07,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-december-7-2022
2022-12-17,"The Window, The Door & The Gate",,live session,"Topics tagged on BasharTV: permission slips, prepare for contact, increased contact, raise vibration, Motivational Mechanism, Sacred Circuits, war, tension, conflict. Recording date 2022-12-17 per fan-archived copy on archive.org (identifier bashar-the-window-the-door-and-the-gate-2022-12-17).",https://tv.bashar.org/programs/window-the-door-the-gate
2023,Bashar at The Conscious Life Expo 2023,"Conscious Life Expo, Los Angeles",conference,Listed on BasharTV (no topic tags or synopsis exposed on the program page). Year taken from the program title.,https://tv.bashar.org/programs/conscious-life-2023
2023-01-20,An Afternoon with Bashar - 2023-01-20,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-january-20-2023
2023-01-28,"Becoming a Galactic Citizen, Part 1, The Window",,live session,"Topics tagged on BasharTV: contact, permission slips, energies align, exercises, preparation, chakras, The Five Levels of Mastery, reincarnate, open contact. Recording date 2023-01-28 per fan-archived copy on archive.org (identifier bashar-becoming-a-galactic-citizen-part-1-2023-01-28).",https://tv.bashar.org/programs/galactic-citizen-part-1
2023-02-01,An Afternoon with Bashar - 2023-02-01,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-february-1-2023
2023-02-17,An Afternoon with Bashar - 2023-02-17,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-february-17-2023
2023-03-01,An Afternoon with Bashar - 2023-03-01,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-march-1-2023
2023-03-04,"Becoming a Galactic Citizen, Part 2, The Door",,live session,"Topics tagged on BasharTV: awareness, contact, energy, discovery, spiritual guide, core beliefs, movie Contact, the Higher Mind, open contact, religion, soul, Jodie Foster, Bell Rock, war, tension, conflict. Recording date 2023-03-04 per fan-archived copy on archive.org (identifier bashar-becoming-a-galactic-citizen-part-2-2023-03-04).",https://tv.bashar.org/programs/galactic-citizen-part-2
2023-03-15,An Evening with Bashar - 2023-03-15,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Evening with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/evening-march-15-2023
2023-03-25,"Becoming a Galactic Citizen Part 3, The Gate",,live session,"Topics tagged on BasharTV: contact, vibration, negative energies, hybridization, open contact. Recording date 2023-03-25 per fan-archived copy on archive.org (identifier bashar-becoming-a-galactic-citizen-part-3-2023-03-25).",https://tv.bashar.org/programs/galactic-citizen-part-3
2023-03-29,An Evening with Bashar - 2023-03-29,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Evening with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/evening-march-29-2023
2023-04-12,An Afternoon with Bashar - 2023-04-12,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-april-12-2023
2023-04-29,Persistence of Vision,,live session,"Topics tagged on BasharTV: vibration, true passion, persistence of vision, probability of contact, the formula, instruction manual. Recording date 2023-04-29 per fan-archived copy on archive.org (identifier bashar-persistence-of-vision-2023-04-29).",https://tv.bashar.org/programs/persistence-of-vision
2023-05-03,An Afternoon with Bashar - 2023-05-03,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-may-3-2023
2023-05-27,The Two Paths to AI (Artificial Intelligence),,live session,"Topics tagged on BasharTV: artificial intelligence, true nature, hybrid children, The Excitement Formula. Recording date 2023-05-27 per fan-archived copy on archive.org (identifier bashar-the-two-paths-to-ai-2023-05-27).",https://tv.bashar.org/programs/two-paths-to-ai
2023-05-31,An Afternoon with Bashar - 2023-05-31,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-may-31-2023
2023-06-14,An Afternoon with Bashar - 2023-06-14,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-june-14-2023
2023-06-24,The Silver Cord,,live session,"Topics tagged on BasharTV: higher mind, connection spirit self, permission slip, communication, dreams, The Excitement Formula, spiritual awakening, war, conflict, tension. Recording date 2023-06-24 per fan-archived copy on archive.org (identifier bashar-the-silver-cord-2023-06-24).",https://tv.bashar.org/programs/silver-cord
2023-07-29,The Three Behaviors of Connection,,live session,"Topics tagged on BasharTV: hybrid children, connection, earth, war, conflict, tension. Recording date 2023-07-29 per fan-archived copy on archive.org (identifier bashar-the-three-behaviors-of-connection-2023-07-29).",https://tv.bashar.org/programs/three-behaviors-of-connection
2023-08-09,An Afternoon with Bashar - 2023-08-09,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-august-9-2023
2023-08-18,An Afternoon with Bashar - 2023-08-18,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-august-18-2023
2023-08-26,Parallel Realities and You,,live session,Listed on BasharTV (no topic tags or synopsis exposed on the program page). Recording date 2023-08-26 per fan-archived copy on archive.org (identifier bashar-parallel-realities-and-you-2023-08-26).,https://tv.bashar.org/programs/parallel-realities-and-you
2023-09-09,"Welcome to Sedona, The Interdimensional City","Sedona, Arizona",live session,"Topics tagged on BasharTV: portals, vortex, parallel realities, spirits, inter-dimensionals, contact, the formula. Recording date 2023-09-09 per fan-archived copy on archive.org (identifier bashar-sedona-interdimensional-city-2023-09-09).",https://tv.bashar.org/programs/welcome-to-sedona
2023-09-10,Ringing the Bell,,live session,"Topics tagged on BasharTV: vortex, Bell Rock, frequencies, energy, connection, hybrids, perfectionism, channeling. Recording date 2023-09-10 per fan-archived copy on archive.org (identifier bashar-ringing-the-bell-2023-09-10).",https://tv.bashar.org/programs/ringing-the-bell
2023-10-21,One Minute to Midnight,,live session,"Topics tagged on BasharTV: Doomsday Clock, contact, hybrid children, parallel realities, higher purpose, reflections, transformation, Oversoul, war, conflict, tension. Recording date 2023-10-21 per fan-archived copy on archive.org (identifier bashar-one-minute-till-midnight-2023-10-21).",https://tv.bashar.org/programs/one-minute-to-midnight
2023-11-01,An Afternoon with Bashar - 2023-11-01,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-november-1-2023
2023-11-18,Reflections,,live session,"Topics tagged on BasharTV: self-awareness, positive perspective, true self, permission slip, channeling, the One, Egypt, the Five Laws. Recording date 2023-11-18 per fan-archived copy on archive.org (identifier bashar-reflections-2023-11-18).",https://tv.bashar.org/programs/reflections
2023-11-29,An Afternoon with Bashar - 2023-11-29,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-november-29-2023
2023-12-06,An Afternoon with Bashar - 2023-12-06,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-december-6-2023
2023-12-13,An Afternoon with Bashar - 2023-12-13,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-december-13-2023
2023-12-16,In Two Worlds,,live session,"Topics tagged on BasharTV: open contact, society, vibration, Ascended Masters, parallel reality, challenging, overcome fear. Recording date 2023-12-16 per fan-archived copy on archive.org (identifier bashar-in-two-worlds-2023-12-16).",https://tv.bashar.org/programs/in-two-worlds
2024-01-20,Countdown to Contact: Year One,,live session,"Topics tagged on BasharTV: process, procedures, energy, true nature, The Splitting Prism, religious beliefs, Close Encounters of the Third Kind, awakening. Recording date 2024-01-20 per fan-archived copy on archive.org (identifier bashar-countdown-to-contact-year-one-2024-01-20).",https://tv.bashar.org/programs/countdown-to-contact-year-one
2024-02-07,An Afternoon with Bashar - 2024-02-07,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-february-7-2024
2024-02-23,The Interstellar Alliance Social Experiment Step One,,live session,"Topics tagged on BasharTV: Interstellar Alliance, frequency, vibrational, CE5 Protocols, Splitting Prism, hybridization program, war, conflict, tension. Recording date 2024-02-23 per fan-archived copy on archive.org (identifier bashar-social-experiment-step-1-2024-02-23).",https://tv.bashar.org/programs/social-experiment-step-1
